Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
1413369,3-Jun-19,Louisiana,Baton Rouge,17652 Gray Moss Ave,0,1
1413382,3-Jun-19,Montana,Shepherd,8200 block of Bea's Ln,0,3
1414481,3-Jun-19,Texas,Tyler,5111 Stagecoach Dr,0,0
1413783,3-Jun-19,Georgia,Atlanta,100 Piedmont Ave,0,1
1414403,3-Jun-19,Florida,Big Pine Key,30830 Watson Rd,0,0
1413696,3-Jun-19,Ohio,Akron,Princeton St and W South St,1,0
1413578,2-Jun-19,North Carolina,Winston Salem (Winston-salem),338 Waughtown St,0,0
1412716,2-Jun-19,Wisconsin,Milwaukee,N 12th St and W Concordia Ave,0,2
1414300,2-Jun-19,Montana,Billings,N/A,0,0
1412651,2-Jun-19,Vermont,Derby,Holland Rd,0,0
1412344,2-Jun-19,Indiana,Indianapolis,240 S Meridian St,1,0
1412508,2-Jun-19,Massachusetts,Boston,21 Balfour St,0,0
1412755,2-Jun-19,Virginia,Martinsville,937 E Church St,0,1
1413231,2-Jun-19,New Jersey,Atlantic City,2099 Pacific Ave,0,1
1414633,2-Jun-19,Florida,Sarasota,2 Marina Plaza,0,0
1413042,2-Jun-19,Florida,Melbourne,100 block of E University Blvd,0,1
1519902,2-Jun-19,Florida,Fort Walton Beach,719 Beal Pkwy NW,0,0
1416987,2-Jun-19,West Virginia,Elkins,11th St,0,0
1412280,2-Jun-19,Indiana,Hobart,S Ohio St and E 5th St,1,0
1615432,2-Jun-19,Minnesota,Minneapolis,2700 block of 12th Ave,0,0
1412295,2-Jun-19,Maryland,Baltimore,3000 block of S Hanover St,0,1
1412353,2-Jun-19,Maryland,Gwynn Oak (Woodlawn),Whitehead Rd,0,0
1412390,2-Jun-19,New Jersey,Saddle River (Upper Saddle River),N/A,0,0
1413781,2-Jun-19,Illinois,Rockford,300 block of 15th Ave,0,0
1418699,2-Jun-19,Delaware,Wilmington,2300 block of Baynard Blvd,0,0
1414472,2-Jun-19,Rhode Island,Providence,Douglas Ave and Chad Brown St,0,0
1412753,2-Jun-19,Virginia,Norfolk,500 block of E Brambleton Ave,1,0
1413320,2-Jun-19,Maryland,Severn,Gray Bird Ct and Hawk Ct,0,1
1412727,2-Jun-19,Ohio,Cincinnati,2300 block of Auburn Ave,0,0
1419826,1-Jun-19,Pennsylvania,York,1800 block of Ivy Pump Ln,0,0
1411855,1-Jun-19,Georgia,Cartersville,Gray Rd NW & Old Rudy York Rd NW,3,0
1412676,1-Jun-19,Missouri,Saint Charles,2500 block of Chesstal St,1,0
1413305,1-Jun-19,Kentucky,Glasgow,Cumberland St,0,0
1411896,1-Jun-19,Massachusetts,Brockton,Pleasant St and Keene St,0,1
1412052,1-Jun-19,Texas,Waco,1320 S Valley Mills Dr,0,1
1414109,1-Jun-19,Tennessee,Johnson City,1112 Carroll Creek Rd,0,0
1412302,1-Jun-19,Maryland,Ellicott City,4261 Montgomery Rd,1,0
1413076,1-Jun-19,Tennessee,New Tazewell,Nell St,0,0
1413612,1-Jun-19,Missouri,Granby,Reindeer Dr,0,1
1412880,1-Jun-19,Ohio,Lancaster,800 block of N Columbus St,0,0
1413203,1-Jun-19,Kentucky,Louisville,8900 block of Smyrna Pkwy,0,0
1413999,1-Jun-19,Nebraska,Lincoln,6045 Meridian Dr,0,0
1557504,1-Jun-19,Iowa,Cedar Rapids,N/A,0,0
1411761,1-Jun-19,New Jersey,Atlantic City,Fairmount Ave and N Sovereign Ave,0,1
1413888,1-Jun-19,Pennsylvania,Altoona,200 block of E 6th St,0,0
1412860,1-Jun-19,New Jersey,Wildwood,200 block of E Montgomery Ave,0,0
1419397,1-Jun-19,Georgia,Douglasville,Anneewakee Rd,0,0
1412341,1-Jun-19,Delaware,Dover,492 Walnut Shade Rd,0,0
1412307,1-Jun-19,Maryland,Baltimore,5656 The Alameda,0,1
1416425,1-Jun-19,Delaware,Wilmington,1200 block of N Walnut St,0,0
1415329,1-Jun-19,Illinois,Buffalo Grove,S Buffalo Grove Rd and Bernard Dr,0,0
1412203,1-Jun-19,Ohio,Dayton,400 block of Xenia Ave,0,1
1442865,1-Jun-19,Ohio,Independence,Rockside Rd,0,0
1411181,31-May-19,Massachusetts,Brockton,237 Perkins Ave,0,0
1411158,31-May-19,Missouri,Rolla,100 block of S Elm St,0,1
1414249,31-May-19,Ohio,Youngstown,New York Ave,0,0
1413348,31-May-19,North Carolina,Goldsboro,US 70 and NC 581 N,0,0
1412238,31-May-19,Massachusetts,Boston,121 Devon St,0,0
1410442,31-May-19,Virginia,Virginia Beach,2405 Courthouse Drive,13,4
1413210,31-May-19,South Carolina,Winnsboro,300 block of Holly St,0,0
1410493,31-May-19,Louisiana,New Orleans,600 block of Bourbon St,0,0
1410306,31-May-19,Kentucky,Paducah,N Friendship Rd,0,0
1410304,31-May-19,Florida,Big Pine Key,29859 Overseas Hwy,0,0
1452715,31-May-19,Texas,Lufkin,Keltys St,0,0
1414856,31-May-19,New Jersey,Hackensack,216 1st St,0,0
1412922,31-May-19,Pennsylvania,Reading,1400 block of N Front St,0,0
1412338,31-May-19,Delaware,Seaford,20000 block of Mellin Rd,0,0
1414467,31-May-19,Texas,Livingston,200 block of Barbara Trail,1,1
1413329,31-May-19,Maryland,Brooklyn (Brooklyn Park),5000 block of Patrick Henry Dr,0,0
1464482,31-May-19,Texas,Abilene,1100 block of Palm St,0,0
1411192,30-May-19,Connecticut,Waterbury,89 Ridgewood St,0,0
1409878,30-May-19,North Carolina,Clayton,1892 Polenta Rd,0,0
1501893,30-May-19,Texas,San Antonio,S New Braunfels Ave,0,1
1411132,30-May-19,Massachusetts,Stoneham,Main St and Montvale Ave,0,0
1409672,30-May-19,Alabama,Huntsville,2999 Woodway Dr SW,1,0
1410908,30-May-19,North Carolina,High Point,302 Ardale Dr,0,0
1411771,30-May-19,Illinois,Aurora,300 block of State St,0,0
1410717,30-May-19,California,Gilroy,9200 block of Kern Ave,0,0
1410148,30-May-19,Maryland,Germantown,12600 block of Grey Eagle Ct,0,1
1410606,30-May-19,Ohio,Youngstown,1531 Oak Ln,0,0
1411147,30-May-19,Minnesota,Minneapolis,E Lake St and 12th Ave S,1,0
1410593,30-May-19,Illinois,Rockford,Whitman St and N Winnebago St,0,0
1411621,30-May-19,Florida,Ocala,N/A,0,0
1410564,30-May-19,Ohio,Columbus,Christopher Park Ln,0,0
1412524,30-May-19,Massachusetts,Boston,Charter St and Jackson Ave,0,0
1410352,30-May-19,California,Fresno,5500 block of W Weathermaker Ave,0,0
1409478,30-May-19,Ohio,Youngstown,3500 block of Zedaker Ave,0,0
1410275,30-May-19,West Virginia,Ghent,127 Lakeview Dr,0,0
1411076,30-May-19,Tennessee,Antioch,2400 block of Edge O Lake Dr,0,0
1421126,30-May-19,Delaware,Wilmington,1700 block of Lancaster Ave,0,0
1413752,30-May-19,Maryland,Baltimore,4000 block of Clarks Ln,0,0
1414543,30-May-19,Maryland,Westminster,100 block of Charles St,0,0
1622438,30-May-19,New York,Staten Island,100 block of Castleton Ave,0,0
1411302,30-May-19,Washington,Sedro Woolley,100 block of Ferry St,0,1
1410482,30-May-19,Ohio,Cleveland,9025 Laisy Ave,1,2
1432781,29-May-19,North Carolina,Marion,US 221 N,0,0
1408289,29-May-19,Texas,Cleveland,26311 TX-321,3,2
1410347,29-May-19,Virginia,Painter,Boggs Rd,1,0
1409636,29-May-19,Iowa,Des Moines,5700 block of SE 34th St,0,1
1409722,29-May-19,Connecticut,Stamford,Summer St and Main St,0,0
1442859,29-May-19,Ohio,Brecksville,E Wallings Rd,0,0
1408797,29-May-19,Wisconsin,Milwaukee,749 W State St,0,1
1409693,29-May-19,Massachusetts,Milford,54 South Bow St,0,0
1409687,29-May-19,New York,Staten Island,100 block of Park Hill Ave,0,0
1409667,29-May-19,Virginia,Lexington,2800 block of US 60,0,0
1408726,29-May-19,Ohio,Toledo,2800 block of Chestnut St,1,2
1408518,29-May-19,Virginia,Roanoke,3501 Shenandoah Ave NW,0,3
1408771,29-May-19,New Jersey,Trenton,200 block of Oliver Ave,0,0
1409628,29-May-19,Alabama,Tuscaloosa,1350 James I Harrison Jr Pkwy,0,2
1409643,29-May-19,Massachusetts,Stoughton,85 Pearl St,0,0
1410772,29-May-19,Washington,Seattle,6000 block of Martin Luther King Jr Way S,0,0
1409638,29-May-19,Massachusetts,Boston,16 Middleton St,0,0
1517770,29-May-19,Tennessee,Nashville,25th Ave N,0,0
1410734,29-May-19,South Carolina,Bluffton,Foxchase Ln and Bartons Run Dr,0,0
1409334,29-May-19,Illinois,Chicago,8700 block of S Kingston Ave,1,0
1409517,29-May-19,Florida,Fort Myers,5500 block of 10th Ave,0,0
1409505,29-May-19,Florida,Port Saint Lucie,850 block of SW Duncan Terrace,0,0
1409495,29-May-19,Florida,Miami,2537 SW 54th St,0,1
1410448,29-May-19,Tennessee,Nashville,S 5th St,0,1
1410420,29-May-19,Louisiana,Baton Rouge,Florida Blvd,0,0
1410256,29-May-19,Florida,Winter Haven,N/A,0,0
1409398,29-May-19,Indiana,Terre Haute,1800 block of S 4th St,0,0
1527981,29-May-19,Florida,Pensacola,Edgemont Dr,0,0
1412346,29-May-19,Delaware,Bear,Wicklow Rd,0,0
1410150,29-May-19,Maryland,Millington,397 Hazel St,0,0
1415349,29-May-19,Delaware,Wilmington,Cedar St and Wright St,0,0
1418703,29-May-19,Delaware,Wilmington,900 block of E 17th St,0,0
1409233,29-May-19,New York,Corona (Queens),97th Ave and Sutphin Blvd,0,0
1409176,29-May-19,Oregon,Roseburg,1700 block of SE Mill St,0,0
1419960,29-May-19,Maine,Gouldsboro,US 1,0,0
1407321,28-May-19,Florida,Clewiston,1501 Francisco St,0,0
1407761,28-May-19,Kansas,Topeka,306 SE Golden Ave,0,0
1407847,28-May-19,Colorado,Pueblo,3100 block of Westview Dr,0,0
1410742,28-May-19,South Carolina,Myrtle Beach,John Luther Rd and Folly Rd,0,0
1408723,28-May-19,Tennessee,Clarksville,1100 block of TN 76,0,1
1422161,28-May-19,New Jersey,Sicklerville,Berlin Cross Keys Rd,0,0
1407656,28-May-19,Pennsylvania,Easton,11 N 4th St,0,0
1409151,28-May-19,Florida,Port Saint Lucie,300 block of NW Prima Vista Blvd,0,0
1412895,28-May-19,Pennsylvania,Chester,2500 block of W 3rd St,1,1
1409377,28-May-19,Pennsylvania,Coatesville,1014 Lincoln Hwy E,0,1
1407319,28-May-19,Florida,Naples,Immokalee Rd and Wilson Blvd,0,0
1408260,28-May-19,Maryland,Annapolis,1014 President St,0,0
1409235,28-May-19,Illinois,Decatur,400 block of W Sawyer St,0,0
1409198,28-May-19,Texas,Amarillo,300 block of Almond St,0,0
1409163,28-May-19,Arizona,Prescott,1841 AZ-69,0,0
1407960,28-May-19,Massachusetts,New Bedford,149 Dartmouth St,0,0
1409972,27-May-19,Louisiana,New Orleans,700 block of Bourbon St,0,0
1407112,27-May-19,District of Columbia,Washington,1300 block of Brentwood Rd NE,0,1
1407231,27-May-19,New York,Schenectady (Niskayuna),1515 Hillside Ave,2,0
1406934,27-May-19,Massachusetts,Boston,10 Degautier Way,0,0
1407928,27-May-19,Missouri,Joplin,W 45th St,0,0
1406188,27-May-19,Georgia,Concord,349 Bates Rd,1,1
1407266,27-May-19,Maryland,Glen Burnie,101 Governors Ct,0,2
1409658,27-May-19,New York,Staten Island,Cannon Ave and Victory Blvd,0,0
1407043,27-May-19,Kansas,Wichita,1900 block of S Glenn Ave,1,0
1408695,27-May-19,Virginia,Collinsville,50 Mason Ct,0,0
1406881,27-May-19,Ohio,Springfield,1436 Woodward Ave,0,0
1444337,27-May-19,Ohio,Ashtabula,7800 block of Depot Rd,0,0
1407582,27-May-19,Tennessee,Memphis,712 Tanglewood St,0,0
1406147,27-May-19,Florida,Pensacola,2369 N Palafox St,1,1
1407374,27-May-19,Georgia,Fairburn,7975 Senoia Rd,0,0
1406913,27-May-19,New York,Brooklyn,Hemlock St and Stanley Ave,1,2
1409238,27-May-19,Illinois,Decatur,500 block of S 23rd Pl,0,0
1408148,27-May-19,Mississippi,Hattiesburg,US 49 and W.S.F. Tatum Blvd,0,0
1408788,27-May-19,Georgia,Hephzibah,3032 Tobacco Rd,0,1
1420995,26-May-19,Texas,Brownwood (Lake Brownwood),N/A,0,1
1406926,26-May-19,Louisiana,Shreveport,7610 Blanchard Latex Rd,1,0
1406293,26-May-19,California,Arcata,Foster Ave and Alliance Rd,1,1
1415785,26-May-19,Mississippi,Indianola,700 US-82,0,0
1406929,26-May-19,Massachusetts,Boston,70 Ames St,0,0
1405648,26-May-19,Arizona,Phoenix,35th Ave and Camelback Rd,0,1
1517831,26-May-19,Wisconsin,Kiel,123 Southridge Drive,3,0
1409577,26-May-19,Florida,Altoona,N/A,0,0
1410272,26-May-19,Florida,Valrico,1035 Grand Canyon Dr,1,0
1405299,26-May-19,Illinois,Chicago,1300 block of W Hastings St,2,3
1405907,26-May-19,Tennessee,Nashville,204 Commerce St,1,0
1406518,26-May-19,New Jersey,Paterson,Rosa Parks Blvd and Putnam St,0,0
1406226,26-May-19,South Carolina,Myrtle Beach,100 Cedar St,0,0
1425565,26-May-19,Illinois,East Saint Louis,N/A,0,1
1406191,26-May-19,Georgia,Warner Robins,1238 South Houston Lake Rd,0,1
1414465,26-May-19,Rhode Island,West Warwick,Legris Ave and New London Ave,0,0
1407274,26-May-19,Illinois,Schaumburg,1200 American Ln,0,0
1407269,26-May-19,Maryland,Smithsburg,12835 Bikle Rd,0,1
1408207,26-May-19,Texas,Grand Prairie,W Pioneer Pkwy and S Carrier Pkwy,0,1
1407496,26-May-19,North Carolina,Hubert,Sandridge Rd,0,1
1405654,26-May-19,Missouri,Kansas City,7000 block of Bellefontaine Ave,1,0
1408143,26-May-19,New Hampshire,Portsmouth,US 1 Bypass,0,0
1409975,25-May-19,North Dakota,New Salem,N/A,0,0
1407987,25-May-19,Missouri,Tipton,Alexander Rd,0,0
1405151,25-May-19,New York,Rochester,Merrimac St,0,0
1405149,25-May-19,Texas,Austin,50 block of I-35,0,0
1404771,25-May-19,Tennessee,Memphis,2900 block of Clearbrook St,1,0
1409755,25-May-19,Arkansas,Little Rock,2900 block of Albert Pike,0,0
1408399,25-May-19,New Jersey,Villas,5 S Carolina Ave,0,0
1406972,25-May-19,Vermont,Burlington,57 Oak St,0,0
1409703,25-May-19,Massachusetts,Fitchburg,Meadowbrook Ln,0,0
1407855,25-May-19,West Virginia,Weston,649 US 33,1,0
1408274,25-May-19,Florida,Callahan,35157 Goodbread Rd,0,1
1407815,25-May-19,Alabama,Gadsden,100 block of N 2nd St,0,0
1405820,25-May-19,Pennsylvania,Uniontown,231 Pittsburgh St,0,1
1407748,25-May-19,Nebraska,Lincoln,832 Garfield St,0,0
1404490,25-May-19,Louisiana,Metairie,4520 S I-10 Service Rd W,1,0
1407526,25-May-19,Kentucky,Hopkinsville,3080 Russellville Rd,0,0
1407893,25-May-19,Missouri,Saint Louis,6497 Chippewa St,0,1
1413236,25-May-19,West Virginia,Branchland,N/A,0,1
1404526,25-May-19,Georgia,Atlanta,1937 Piedmont Cir NE,1,2
1406482,25-May-19,California,Emeryville,5850 Shellmound Way,0,0
1406303,25-May-19,Michigan,Kalamazoo,800 block of Riverview Dr,0,0
1406299,25-May-19,Michigan,Kalamazoo,1320 Fox Ridge Dr,0,0
1405497,25-May-19,California,Paradise,Sawmill Rd and Bille Rd,0,0
1405273,25-May-19,Illinois,Chicago,2800 block of W 51st St,0,0
1404485,25-May-19,Louisiana,New Orleans,2500 block of Andry St,0,0
1405403,25-May-19,Illinois,Chicago,1100 block of S Albany Ave,0,1
1569155,25-May-19,Maryland,Baltimore,I-95 and Montgomery Rd,0,0
1408777,25-May-19,Illinois,Alton,N/A,0,1
1408305,25-May-19,Florida,Haines City,N 10th St,0,0
1409241,25-May-19,Illinois,Decatur,600 block of E Grand Ave,0,0
1408234,25-May-19,Connecticut,West Haven,Campbell Ave,0,0
1407115,25-May-19,Maryland,Baltimore,100 block of E Wells St,0,0
1408193,25-May-19,Connecticut,Dayville,305 Hartford Pike,0,0
1405018,25-May-19,Massachusetts,Oxford,339 Main St,0,1
1407050,24-May-19,California,Santa Maria (Orcutt),5001 Orcutt Rd,0,0
1403820,24-May-19,Texas,San Antonio,600 block of H St,0,1
1404149,24-May-19,Kentucky,Bowling Green,150 American Ave,0,1
1405153,24-May-19,Florida,Port Saint Lucie,SW Ember St,0,0
1407902,24-May-19,California,Taft,27000 block of Dustin Acres Rd,0,0
1404571,24-May-19,Florida,Vero Beach,I-95,1,0
1405870,24-May-19,Ohio,Canton,4th St NW and Ralph Ct NW,0,0
1404860,24-May-19,South Carolina,Effingham,900 block of Alligator Rd,0,0
1403911,24-May-19,Pennsylvania,Allentown,137 N 2nd St,0,0
1405656,24-May-19,Alabama,Athens,Elk River Mills Rd,0,0
1404653,24-May-19,Florida,Ocala,2901 SW 41st St,0,0
1405041,24-May-19,New York,New York (Manhattan),Sixth Ave and W Broadway,0,0
1406553,24-May-19,New Jersey,Wildwood,3800 block of Susquehanna Ave,0,0
1406498,24-May-19,California,Fairfield,N Texas St,0,0
1409479,24-May-19,Missouri,Silex,4600 block of Hwy H,1,0
1432092,24-May-19,Florida,Bunnell,1103 N State St,0,0
2133971,24-May-19,Texas,Beaumont,2155 N 11th St,1,0
1403785,24-May-19,Michigan,Detroit,11400 block of Broadstreet Ave,0,1
1404566,24-May-19,Texas,Houston,5901 Selinsky Rd,1,1
1403707,24-May-19,Georgia,Augusta,Randall Rd,0,1
1413721,24-May-19,Maryland,Salisbury,500 block of Dover St,0,0
1405315,24-May-19,Maryland,Berlin (Ocean Pines),50 block of Duck Cove Cir,0,0
1411134,24-May-19,Florida,West Palm Beach,Beech Rd,0,0
1508097,24-May-19,Delaware,Wilmington,300 block of Concord Ave,0,0
1413713,24-May-19,Delaware,Wilmington,700 block of S Van Buren St,0,0
1407225,24-May-19,New York,Brooklyn,Clarendon Rd,0,0
1408050,24-May-19,Massachusetts,Worcester,194 Grafton St,0,0
1405205,24-May-19,New Hampshire,Concord,73 Shaker Rd,0,0
1421010,24-May-19,Texas,Weslaco,Jade St,0,0
1404316,24-May-19,Colorado,Johnstown,4990 Ronald Reagan Blvd,0,1
1404201,23-May-19,Louisiana,Mandeville,N/A,0,0
1403894,23-May-19,Pennsylvania,Philadelphia,300 block of S Camac St,0,0
1404100,23-May-19,Kentucky,Madisonville,242 Daniel Dr,0,0
1404311,23-May-19,Wisconsin,Milwaukee,2500 block of W Hopkins St,1,0
1403992,23-May-19,Iowa,Iowa City,700 block of Michael St,1,0
1404828,23-May-19,South Carolina,Charleston (James Island),Honeyhill Rd,0,0
1404815,23-May-19,California,Fresno,600 block of S Backer Ave,0,0
1404711,23-May-19,Florida,Tallahassee,1717 W Tharpe St,0,0
1403888,23-May-19,Kentucky,La Grange,Spann Ln,0,0
1407676,23-May-19,New York,Staten Island,Holland Ave,0,0
1405632,23-May-19,Washington,Bremerton,3249 Perry Ave,0,0
1432198,23-May-19,Florida,Jacksonville,10401 Atlantic Blvd,0,0
1407333,23-May-19,Florida,Sarasota,1800 block of 24th St,0,0
1466663,23-May-19,Florida,Lake Worth,N/A,0,0
1420150,23-May-19,Maryland,Bushwood,Upland Dr,0,0
1403698,23-May-19,Georgia,Lithonia,3991 Snapfinger Rd,0,0
1405043,23-May-19,Maryland,Pocomoke City,MD-13 and Brantley Rd,0,0
1413711,23-May-19,Delaware,Wilmington,100 block of N Van Buren St,0,0
1403521,23-May-19,New Jersey,Paterson,175 N Main St,0,0
1404435,23-May-19,New Jersey,Newark,Broadway and Bloomfield Pl,0,0
1404186,23-May-19,Rhode Island,Lincoln,100 Twin River Rd,0,0
1409160,23-May-19,Arizona,Litchfield Park,Wigwam Creek Blvd and N Rattler Way,0,0
1405174,23-May-19,Massachusetts,Cambridge,Washington St andPine St,0,0
1403358,23-May-19,Tennessee,Nashville,Anderson Dr,0,1
1404057,23-May-19,Massachusetts,Boston,Topliff St,0,0
1403286,22-May-19,Michigan,Eastpointe,Gratiot Ave and E 9 Mile Rd,0,0
1402432,22-May-19,Massachusetts,East Bridgewater,Bedford St,0,0
1403284,22-May-19,Missouri,Columbia,N/A,0,0
1402335,22-May-19,Connecticut,Waterbury,140 Central Ave,0,0
1403255,22-May-19,Connecticut,Bridgeport,702  Capitol Ave,0,0
1403202,22-May-19,Massachusetts,Brockton,660 Warren Ave,0,0
1402680,22-May-19,California,West Hills,22633 Vanowen St,2,0
1403195,22-May-19,Massachusetts,Boston,Rutherford Ave and Old Rutherford Ave,0,0
1404388,22-May-19,Arizona,Globe,US-60,0,0
1403154,22-May-19,Delaware,Newark,2400 block of Millstone Dr,0,0
1403599,22-May-19,Maryland,Severn,8200 block of Stewarton Ct,0,0
1401721,22-May-19,Kentucky,Lexington,Chelsea Woods Ct,0,0
1402054,22-May-19,Kentucky,Radcliff,1500 block of Pin Oak Ct,1,0
1404428,22-May-19,New Jersey,Trenton,74 Bellevue Ave,1,0
1402953,22-May-19,Kansas,Leavenworth,300 N 4th St,0,0
1403833,22-May-19,North Carolina,Sneads Ferry,Old Folkstone Rd,0,0
1401994,22-May-19,District of Columbia,Washington,50 block of Channing St NW,0,0
1402025,22-May-19,Indiana,Fort Wayne,3600 block of Oliver St,1,0
1438303,22-May-19,District of Columbia,Washington,1500 block of F St NE,0,0
1404496,22-May-19,Illinois,Bolingbrook,400 block of Beaconridge/Mallview,0,0
1409411,22-May-19,Indiana,Winchester,300 block of W Franklin St,0,0
1402669,22-May-19,District of Columbia,Washington,1800 block of E St NE,0,0
1402105,22-May-19,New York,Pittsford,Monroe Ave,0,0
1410136,22-May-19,Delaware,Wilmington,1100 block of W 4th St,0,0
1413718,22-May-19,Maryland,Salisbury,100 block of Winterborn Ln,0,0
1403516,22-May-19,Texas,Waco (Bellmead),100 block of Lopez St,0,0
1402554,22-May-19,Pennsylvania,Philadelphia,1558 E Lycoming St,0,1
1408082,22-May-19,Texas,San Antonio,5900 block of Lost Creek,0,0
1404396,22-May-19,Washington,Kennewick,Fruitland St and Entiat Ave,0,0
1401711,22-May-19,Connecticut,Hartford,888 Garden St,0,0
1403489,22-May-19,Texas,Garland,4460 W Walnut St,1,0
1402455,21-May-19,Massachusetts,Boston,Millet St and Southern Ave,0,0
1401648,21-May-19,Maine,Auburn,185 Main St,1,0
1404218,21-May-19,Louisiana,West Monroe (Brownsville),Ouachita Dr and Spell St,0,0
1402149,21-May-19,Massachusetts,Boston,25 Perrin St,0,0
1402151,21-May-19,Massachusetts,Boston,8 Darlington St,0,0
1404199,21-May-19,New Hampshire,Merrimack,NH 101A,0,0
1402099,21-May-19,Washington,Seattle,4300 block of Jill Place S,0,1
1402078,21-May-19,California,Tehachapi,Red Apple Ave and Westwood Blvd,1,0
1401234,21-May-19,California,Bakersfield,Tamarack St and Blackburn St,0,0
1403081,21-May-19,New Jersey,Clifton,797 Valley Rd,0,0
1401121,21-May-19,Oregon,Bend,61303 S Hwy 97,0,0
1403929,21-May-19,Pennsylvania,Shartlesville,5600 block of Old US 22,0,0
1403874,21-May-19,West Virginia,Spelter,255 Ziesing Street,0,0
1436432,21-May-19,New Mexico,Las Cruces,5300 block of Cristo Rey St,2,0
1401892,21-May-19,Florida,Bartow,1500 S Jackson Ave,0,1
1405082,21-May-19,Delaware,Lewes,22971 Suburban Blvd,0,0
1408263,21-May-19,Florida,Fort Lauderdale,100 Terminal Dr,0,0
1409286,21-May-19,Delaware,Wilmington,9th St and Tatnall St,0,0
1448072,21-May-19,District of Columbia,Washington,600 block of Quintana Pl NW,0,0
1405857,21-May-19,Illinois,Decatur,1500 block of E Grand Ave,0,0
1403535,21-May-19,New York,Staten Island,1100 block of Castleton Ave,0,0
1402195,21-May-19,Connecticut,New Haven,730 Congress Ave,1,0
1401643,21-May-19,Texas,Fort Worth,1333 E Berry St,1,0
1403307,20-May-19,Connecticut,Windsor Locks,5 Ella Grasso Turnpike,0,0
1401523,20-May-19,Massachusetts,Hyannis,63 LaFrance Ave,0,0
1402360,20-May-19,Alabama,Eufaula,Veteran’s Pkwy,0,0
1401290,20-May-19,New York,Hampton,NY-22A,0,0
1401273,20-May-19,New York,Wolcott,N/A,0,0
1401239,20-May-19,California,Fresno,E Butler Ave and S Orange Ave,0,0
1402132,20-May-19,Illinois,Rockford,400 block of 27th St,0,1
1400302,20-May-19,Florida,Miami Gardens,NW 204th St and 23rd Ct,1,0
1402097,20-May-19,Kentucky,Hopkinsville,400 block of Moores Dr,0,0
1402095,20-May-19,Washington,Seattle,304 N 36th St,0,0
1401115,20-May-19,Tennessee,Riceville,125 Co Rd 67,0,0
1400130,20-May-19,Kentucky,Bronston,418 Bonnie Blue Lane,0,1
1400211,20-May-19,Indiana,Terre Haute,2600 S 19th St,0,1
1400494,20-May-19,Nebraska,Lincoln,2930 S 37th St,0,0
1400140,20-May-19,Indiana,Fort Wayne,2509 Winch St,0,0
1400847,20-May-19,Florida,Tallahassee,5317 W Tennessee St,0,0
1400076,20-May-19,Massachusetts,Attleboro,1249 Newport Ave,0,1
1400721,20-May-19,Texas,Tyler,County Rd 273 and Old Henderson Rd,0,1
1400998,20-May-19,District of Columbia,Washington,600 block of Longfellow St NW,0,0
1401093,20-May-19,Arizona,Phoenix,1500 E. La Salle St,1,1
1405914,19-May-19,Ohio,Brunswick,Dartmouth Ln,0,0
1399519,19-May-19,Arkansas,Jonesboro,Southwest Dr,0,0
1399494,19-May-19,Massachusetts,Boston,Warren St and Walnut St,0,0
1400953,19-May-19,Nebraska,Lincoln,801 R St,0,0
1400360,19-May-19,Colorado,Trinidad,I-25 and W Main St,1,0
1399513,19-May-19,Arkansas,Little Rock,1401 S Shackleford Rd,0,0
1605788,19-May-19,Nevada,Las Vegas,3528 S Maryland Parkway,0,1
1399997,19-May-19,Illinois,Rockford,748 Gabriela Court,0,0
1399897,18-May-19,Utah,Ogden,511 31st St,1,0
1399704,18-May-19,New York,Buffalo,Grant St and Lafayette St,0,0
1398821,18-May-19,New York,New York (Manhattan),Columbia St and Rivington St,0,0
1398584,18-May-19,Iowa,Cedar Rapids,70 Kirkwood Ct SW,2,2
1401031,18-May-19,South Carolina,Greenwood,451 Grove St,0,0
1399483,18-May-19,Massachusetts,Boston,30 Richfield St,0,0
1414095,18-May-19,North Carolina,Marion,Mountain Crest Dr,0,0
1400724,18-May-19,Nebraska,Lincoln,N 65th St and Vine St,0,0
1563333,18-May-19,Illinois,Champaign,507 W University Ave,0,0
1399280,18-May-19,Maryland,Columbia,5801 Stevens Forest Rd,0,1
1413998,18-May-19,Nebraska,Lincoln,2107 Preamble Ct,0,0
1399278,18-May-19,Maryland,Baltimore,700 block of Willow Ave,0,0
1399269,18-May-19,Delaware,New Castle,1213 West Ave,0,0
1398538,18-May-19,Indiana,Muncie,2410 W. Euclid Ave,1,6
1399186,18-May-19,Kentucky,Hopkinsville,Woodmill Rd,0,0
1399864,18-May-19,Arizona,Parks,Co Rd 141,1,0
1416174,18-May-19,Louisiana,Harvey,1500 block of Manhattan Blvd,0,1
1398671,18-May-19,Tennessee,Morristown,1155 Mcfarland St,2,1
1401667,18-May-19,Connecticut,Waterbury,Chestnut Ave,0,0
1401339,17-May-19,New York,Hinsdale,Pennsylvania Rd,0,0
2011251,17-May-19,Illinois,Galesburg,Iowa Ct,0,0
1402111,17-May-19,Wisconsin,Sheboygan,2200 block of N 11th St,0,0
1401200,17-May-19,North Carolina,Greenville,954 Katherines Pl,0,0
1398838,17-May-19,Massachusetts,Reading,I-93,0,0
1398814,17-May-19,Massachusetts,Boston,950 American Legion Hwy,0,0
1398629,17-May-19,Iowa,Dubuque,818 Rhomberg Ave,0,0
